% CrIS April 2009 fast model
% by Scott Hannon/Larrabee Strow @ UMBC
%
% RMS and bias errors for the 48 training
% profiles at 5 angles each.
%    dBT = BT_truth - BT_fastmodel
%    RMS = sqrt(mean(dBT.^2))
%    bias = mean(dBT)
% No reflected thermal or solar radiance
% contributions. Standard/default trace gas
% amounts. 
%
% Units:
%    frequency in wavenumber
%    mean BT, RMS, and bias in Kelvin
%
% ID     freq    mean BT     RMS        bias
%----  --------  -------   ---------  ----------
 1009  1578.750  236.801   1.153E-02   3.061E-03
 1010  1580.000  241.482   5.219E-03   1.846E-03
 1011  1581.250  243.428   3.945E-03  -2.448E-03
 1012  1582.500  244.278   4.720E-03   3.358E-03
 1013  1583.750  245.470   3.277E-03  -1.785E-03
 1014  1585.000  246.619   1.903E-03   1.508E-04
 1015  1586.250  246.904   5.593E-03   2.775E-03
 1016  1587.500  246.973   2.100E-03   9.035E-05
 1017  1588.750  245.188   8.787E-03   5.312E-03
 1018  1590.000  242.814   1.407E-02   8.992E-03
 1019  1591.250  242.951   1.092E-02   1.677E-03
 1020  1592.500  244.125   1.465E-02   1.166E-02
 1021  1593.750  242.197   2.220E-02   1.368E-02
 1022  1595.000  239.909   3.009E-02   2.068E-02
 1023  1596.250  242.274   1.569E-02   7.612E-03
 1024  1597.500  245.830   7.105E-03   3.073E-03
 1025  1598.750  247.516   2.450E-03  -3.419E-05
 1026  1600.000  245.395   1.192E-02   6.739E-03
 1027  1601.250  241.746   2.138E-02   1.121E-02
 1028  1602.500  239.538   2.544E-02   1.320E-02
 1029  1603.750  241.052   2.649E-02   1.612E-02
 1030  1605.000  244.760   1.137E-02   8.910E-03
 1031  1606.250  241.678   2.518E-02   1.709E-02
 1032  1607.500  238.436   2.817E-02   1.510E-02
 1033  1608.750  237.769   3.028E-02   1.897E-02
 1034  1610.000  238.157   2.914E-02   1.901E-02
 1035  1611.250  242.458   8.951E-03   6.804E-03
 1036  1612.500  242.334   4.728E-03   9.565E-04
 1037  1613.750  239.526   7.970E-03  -2.528E-03
 1038  1615.000  233.374   2.583E-02   1.429E-02
 1039  1616.250  225.578   5.670E-02   2.662E-02
 1040  1617.500  226.914   7.643E-02   7.857E-03
 1041  1618.750  234.799   1.715E-02   7.979E-03
 1042  1620.000  237.684   7.026E-03   3.127E-03
 1043  1621.250  236.165   1.286E-02   9.276E-03
 1044  1622.500  229.962   4.332E-02   2.380E-02
 1045  1623.750  227.946   4.560E-02   2.109E-02
 1046  1625.000  234.362   2.251E-02   1.200E-02
 1047  1626.250  236.240   1.401E-02   7.854E-03
 1048  1627.500  231.752   4.147E-02   2.190E-02
 1049  1628.750  234.424   3.301E-02   1.921E-02
 1050  1630.000  240.364   6.619E-03   2.706E-04
 1051  1631.250  241.286   5.629E-03  -3.467E-03
 1052  1632.500  238.768   6.472E-03   3.291E-03
 1053  1633.750  232.883   3.525E-02   1.796E-02
 1054  1635.000  224.354   7.934E-02   4.327E-02
 1055  1636.250  223.551   4.924E-02   1.772E-02
 1056  1637.500  227.827   3.931E-02   2.278E-02
 1057  1638.750  234.300   2.502E-02   1.538E-02
 1058  1640.000  237.549   1.353E-02   8.891E-03
 1059  1641.250  238.549   1.117E-02   4.644E-03
 1060  1642.500  238.487   9.647E-03   4.308E-03
 1061  1643.750  236.951   1.218E-02   9.366E-03
 1062  1645.000  230.708   4.761E-02   7.572E-03
 1063  1646.250  223.947   4.856E-02   2.744E-02
 1064  1647.500  223.598   5.752E-02  -6.505E-03
 1065  1648.750  227.964   4.460E-02   6.113E-03
 1066  1650.000  231.453   1.424E-02   8.718E-03
 1067  1651.250  227.631   5.617E-02  -2.440E-03
 1068  1652.500  221.021   7.112E-02   1.302E-02
 1069  1653.750  220.662   7.192E-02   1.809E-02
 1070  1655.000  227.223   4.160E-02   1.503E-03
 1071  1656.250  233.929   1.100E-02   6.712E-03
 1072  1657.500  238.337   5.734E-03   4.078E-03
 1073  1658.750  241.009   3.560E-03   5.993E-05
 1074  1660.000  240.492   5.438E-03   2.649E-03
 1075  1661.250  235.326   2.801E-02   1.827E-02
 1076  1662.500  229.069   6.389E-02  -9.116E-04
 1077  1663.750  233.174   4.408E-02   2.855E-02
 1078  1665.000  239.541   7.643E-03   1.324E-03
 1079  1666.250  240.438   4.695E-03   2.090E-03
 1080  1667.500  235.612   3.398E-02   2.427E-02
 1081  1668.750  227.424   6.667E-02   4.096E-02
 1082  1670.000  226.437   6.780E-02  -3.108E-03
 1083  1671.250  229.130   3.735E-02   2.102E-02
 1084  1672.500  233.230   3.071E-02   2.269E-02
 1085  1673.750  233.800   2.519E-02   1.357E-02
 1086  1675.000  228.246   8.897E-02  -9.487E-03
 1087  1676.250  231.681   5.363E-02   2.850E-02
 1088  1677.500  237.658   9.642E-03   7.401E-03
 1089  1678.750  237.563   1.481E-02   8.887E-03
 1090  1680.000  233.540   3.037E-02   1.474E-02
 1091  1681.250  233.108   1.929E-02   7.676E-03
 1092  1682.500  229.489   4.165E-02   1.949E-03
 1093  1683.750  222.396   4.636E-02   1.994E-02
 1094  1685.000  223.102   5.837E-02   8.053E-03
 1095  1686.250  230.588   2.918E-02   1.363E-02
 1096  1687.500  233.936   1.195E-02   5.732E-03
 1097  1688.750  233.330   2.268E-02   1.041E-02
 1098  1690.000  234.213   2.775E-02   1.534E-02
 1099  1691.250  237.609   1.516E-02   9.460E-03
 1100  1692.500  238.634   5.008E-03   4.146E-03
 1101  1693.750  235.257   1.288E-02   8.136E-03
 1102  1695.000  227.891   6.616E-02   3.462E-02
 1103  1696.250  224.051   5.195E-02   1.362E-02
 1104  1697.500  227.457   3.092E-02   6.225E-03
 1105  1698.750  226.629   4.158E-02   1.332E-02
 1106  1700.000  222.127   8.949E-02   3.995E-02
 1107  1701.250  225.590   8.468E-02   3.092E-02
 1108  1702.500  232.183   2.085E-02   8.719E-03
 1109  1703.750  231.889   2.302E-02   1.020E-02
 1110  1705.000  229.044   3.919E-02   8.803E-04
 1111  1706.250  228.448   4.455E-02   1.946E-02
 1112  1707.500  234.473   3.819E-02   2.312E-02
 1113  1708.750  239.479   1.327E-02   8.679E-03
 1114  1710.000  238.250   2.231E-02   1.386E-02
 1115  1711.250  239.871   1.532E-02   9.857E-03
 1116  1712.500  239.603   1.443E-02   8.215E-03
 1117  1713.750  233.350   3.337E-02   1.973E-02
 1118  1715.000  228.647   3.184E-02   1.265E-02
 1119  1716.250  227.907   3.810E-02  -7.503E-03
 1120  1717.500  224.769   4.351E-02   1.735E-02
 1121  1718.750  227.807   5.903E-02   2.192E-03
 1122  1720.000  237.031   2.789E-02   1.766E-02
 1123  1721.250  242.031   5.464E-03   3.029E-03
 1124  1722.500  241.940   1.320E-02   8.588E-03
 1125  1723.750  241.847   2.391E-02   1.271E-02
 1126  1725.000  245.289   1.137E-02   6.624E-03
 1127  1726.250  245.481   7.231E-03   4.238E-03
 1128  1727.500  245.112   4.115E-03   2.578E-03
 1129  1728.750  242.213   2.732E-02   1.699E-02
 1130  1730.000  236.098   4.808E-02   2.844E-02
 1131  1731.250  235.898   2.814E-02   1.555E-02
 1132  1732.500  232.018   3.535E-02   1.737E-02
 1133  1733.750  225.156   4.850E-02   1.469E-02
 1134  1735.000  227.764   5.794E-02   2.277E-02
 1135  1736.250  235.457   2.222E-02   1.208E-02
 1136  1737.500  237.218   1.055E-02   5.359E-03
 1137  1738.750  233.062   3.730E-02   2.121E-02
 1138  1740.000  230.175   4.958E-02   2.385E-02
 1139  1741.250  236.231   2.774E-02   1.658E-02
 1140  1742.500  236.674   2.914E-02   1.538E-02
 1141  1743.750  234.996   3.573E-02   1.799E-02
 1142  1745.000  237.257   2.649E-02   1.464E-02
 1143  1746.250  235.021   3.171E-02   1.653E-02
 1144  1747.500  230.959   3.581E-02   1.339E-02
 1145  1748.750  230.417   3.846E-02   1.636E-02
 1146  1750.000  232.829   4.275E-02   2.313E-02
 1147  2155.000  269.897   3.614E-02   2.216E-03
 1148  2157.500  269.917   3.231E-02  -4.471E-03
 1149  2160.000  269.256   6.536E-02  -1.313E-02
 1150  2162.500  268.365   8.856E-02  -2.456E-02
 1151  2165.000  268.928   3.981E-02  -6.771E-03
 1152  2167.500  269.092   2.039E-02  -3.735E-04
 1153  2170.000  268.333   2.803E-02   4.637E-03
 1154  2172.500  267.668   3.417E-02   6.160E-03
 1155  2175.000  267.468   2.812E-02   7.784E-03
 1156  2177.500  266.666   2.508E-02   6.448E-03
 1157  2180.000  265.143   5.205E-02   3.271E-03
 1158  2182.500  263.120   4.680E-02  -3.939E-04
 1159  2185.000  261.084   3.685E-02   1.020E-03
 1160  2187.500  259.326   3.755E-02   4.773E-03
 1161  2190.000  258.981   3.482E-02   4.370E-03
 1162  2192.500  258.037   2.875E-02  -6.702E-03
 1163  2195.000  255.363   6.414E-02  -3.745E-02
 1164  2197.500  253.038   2.757E-02  -7.906E-03
 1165  2200.000  252.198   1.046E-01  -3.475E-02
 1166  2202.500  250.465   1.886E-02   6.930E-03
 1167  2205.000  247.720   8.039E-02  -2.890E-02
 1168  2207.500  246.830   2.649E-02   1.455E-02
 1169  2210.000  246.212   6.912E-02  -3.208E-02
 1170  2212.500  244.521   2.805E-02   1.248E-02
 1171  2215.000  244.452   6.682E-02  -4.984E-02
 1172  2217.500  244.961   1.977E-02   4.397E-03
 1173  2220.000  247.841   4.526E-02  -2.765E-02
 1174  2222.500  252.504   2.700E-02   9.157E-03
 1175  2225.000  251.705   5.410E-02  -2.301E-02
 1176  2227.500  245.344   3.019E-02   1.075E-02
 1177  2230.000  239.796   2.981E-02  -2.422E-03
 1178  2232.500  236.775   2.971E-02   1.117E-02
 1179  2235.000  235.029   4.449E-02   3.009E-02
 1180  2237.500  233.854   2.727E-02   8.710E-03
 1181  2240.000  233.724   4.128E-02   2.524E-02
 1182  2242.500  233.596   2.941E-02   1.632E-03
 1183  2245.000  233.718   3.834E-02   1.702E-02
 1184  2247.500  233.636   3.048E-02  -1.205E-03
 1185  2250.000  232.210   5.230E-02   3.166E-02
 1186  2252.500  229.929   3.589E-02  -1.113E-02
 1187  2255.000  228.398   6.551E-02   5.052E-02
 1188  2257.500  226.768   4.907E-02  -2.557E-02
 1189  2260.000  225.220   1.016E-01   7.333E-02
 1190  2262.500  224.328   6.689E-02  -4.307E-02
 1191  2265.000  224.031   1.130E-01   7.803E-02
 1192  2267.500  223.482   8.064E-02  -4.890E-02
 1193  2270.000  223.585   1.163E-01   7.927E-02
 1194  2272.500  223.782   8.556E-02  -4.718E-02
 1195  2275.000  224.090   1.095E-01   7.539E-02
 1196  2277.500  224.545   8.445E-02  -4.242E-02
 1197  2280.000  225.896   9.700E-02   6.863E-02
 1198  2282.500  227.324   6.968E-02  -2.250E-02
 1199  2285.000  227.713   9.383E-02   6.608E-02
 1200  2287.500  227.162   7.640E-02  -3.003E-02
 1201  2290.000  227.509   8.642E-02   5.918E-02
 1202  2292.500  228.221   7.669E-02  -3.222E-02
 1203  2295.000  228.974   7.692E-02   5.226E-02
 1204  2297.500  229.279   6.966E-02  -3.270E-02
 1205  2300.000  229.824   6.808E-02   4.624E-02
 1206  2302.500  230.315   6.359E-02  -3.312E-02
 1207  2305.000  230.878   6.176E-02   4.196E-02
 1208  2307.500  231.844   5.394E-02  -2.991E-02
 1209  2310.000  233.097   5.481E-02   3.624E-02
 1210  2312.500  234.013   4.601E-02  -2.496E-02
 1211  2315.000  234.793   4.956E-02   3.324E-02
 1212  2317.500  235.760   3.929E-02  -2.258E-02
 1213  2320.000  237.358   3.661E-02   2.399E-02
 1214  2322.500  238.779   3.369E-02  -2.020E-02
 1215  2325.000  239.373   3.359E-02   2.351E-02
 1216  2327.500  239.671   3.011E-02  -1.856E-02
 1217  2330.000  240.767   2.946E-02   2.157E-02
 1218  2332.500  241.505   3.045E-02  -1.696E-02
 1219  2335.000  242.296   3.149E-02   2.120E-02
 1220  2337.500  242.306   3.046E-02  -1.476E-02
 1221  2340.000  241.931   2.820E-02   1.951E-02
 1222  2342.500  241.671   2.935E-02  -1.564E-02
 1223  2345.000  240.951   2.933E-02   2.165E-02
 1224  2347.500  238.740   3.186E-02  -1.739E-02
 1225  2350.000  238.324   3.417E-02   2.478E-02
 1226  2352.500  240.487   2.907E-02  -1.748E-02
 1227  2355.000  242.146   2.230E-02   6.239E-03
 1228  2357.500  242.725   2.785E-02  -1.683E-02
 1229  2360.000  242.764   2.351E-02   8.759E-03
 1230  2362.500  242.368   2.611E-02  -1.744E-02
 1231  2365.000  241.626   2.509E-02   1.753E-02
 1232  2367.500  240.351   3.196E-02  -2.179E-02
 1233  2370.000  238.643   3.413E-02   2.342E-02
 1234  2372.500  236.202   3.343E-02  -2.287E-02
 1235  2375.000  233.141   4.466E-02   3.089E-02
 1236  2377.500  229.470   5.069E-02  -3.663E-02
 1237  2380.000  226.067   6.760E-02   4.392E-02
 1238  2382.500  224.823   6.154E-02  -4.535E-02
 1239  2385.000  229.744   4.328E-02   2.817E-02
 1240  2387.500  239.735   4.276E-02   7.013E-03
 1241  2390.000  249.868   4.616E-02   2.132E-02
 1242  2392.500  256.521   2.910E-02   1.509E-02
 1243  2395.000  259.747   2.066E-02   1.599E-02
 1244  2397.500  261.388   1.441E-02   9.218E-03
 1245  2400.000  262.608   1.475E-02   1.081E-02
 1246  2402.500  263.452   1.080E-02   6.509E-03
 1247  2405.000  263.997   1.089E-02   7.521E-03
 1248  2407.500  264.439   8.308E-03   4.991E-03
 1249  2410.000  264.902   9.450E-03   6.884E-03
 1250  2412.500  265.321   7.455E-03   4.295E-03
 1251  2415.000  265.709   8.686E-03   6.429E-03
 1252  2417.500  266.074   6.007E-03   3.430E-03
 1253  2420.000  266.453   6.938E-03   5.199E-03
 1254  2422.500  266.788   4.344E-03   2.578E-03
 1255  2425.000  267.116   5.546E-03   4.305E-03
 1256  2427.500  267.406   3.664E-03   2.151E-03
 1257  2430.000  267.678   4.673E-03   3.579E-03
 1258  2432.500  267.957   2.988E-03   1.703E-03
 1259  2435.000  268.216   5.151E-03   3.865E-03
 1260  2437.500  268.387   3.550E-03   1.694E-03
 1261  2440.000  268.491   5.688E-03   4.116E-03
 1262  2442.500  268.578   4.155E-03   2.198E-03
 1263  2445.000  268.713   6.016E-03   4.855E-03
 1264  2447.500  268.830   3.193E-03   1.994E-03
 1265  2450.000  268.983   4.879E-03   4.199E-03
 1266  2452.500  269.227   3.042E-03   1.840E-03
 1267  2455.000  269.602   4.513E-03   3.962E-03
 1268  2457.500  269.959   2.036E-03   1.244E-03
 1269  2460.000  270.330   3.602E-03   3.329E-03
 1270  2462.500  270.571   1.127E-03   9.145E-04
 1271  2465.000  270.571   3.283E-03   3.006E-03
 1272  2467.500  270.501   2.235E-03   1.200E-03
 1273  2470.000  270.479   4.362E-03   3.560E-03
 1274  2472.500  270.464   3.095E-03   1.644E-03
 1275  2475.000  270.584   5.106E-03   4.404E-03
 1276  2477.500  270.767   2.812E-03   1.792E-03
 1277  2480.000  271.052   4.499E-03   3.844E-03
 1278  2482.500  271.335   2.129E-03   1.215E-03
 1279  2485.000  271.593   3.907E-03   3.286E-03
 1280  2487.500  271.826   1.611E-03   8.643E-04
 1281  2490.000  272.017   3.250E-03   2.829E-03
 1282  2492.500  272.065   9.604E-04   4.408E-04
 1283  2495.000  272.148   3.355E-03   3.093E-03
 1284  2497.500  272.421   7.038E-04   3.809E-04
 1285  2500.000  272.599   2.842E-03   2.724E-03
 1286  2502.500  272.659   7.554E-04   2.625E-04
 1287  2505.000  272.721   2.734E-03   2.591E-03
 1288  2507.500  272.796   6.843E-04   1.757E-04
 1289  2510.000  272.770   2.781E-03   2.600E-03
 1290  2512.500  272.706   7.665E-04   1.841E-04
 1291  2515.000  272.757   2.611E-03   2.411E-03
 1292  2517.500  272.896   1.488E-03  -1.084E-04
 1293  2520.000  273.007   2.657E-03   2.253E-03
 1294  2522.500  273.006   1.234E-03   4.006E-04
 1295  2525.000  272.919   4.228E-03   3.425E-03
 1296  2527.500  272.807   3.552E-03   1.561E-03
 1297  2530.000  272.728   5.916E-03   4.217E-03
 1298  2532.500  272.611   5.266E-03   2.025E-03
 1299  2535.000  272.402   7.879E-03   5.459E-03
 1300  2537.500  272.188   5.136E-03   2.586E-03
 1301  2540.000  272.038   6.380E-03   5.235E-03
 1302  2542.500  271.765   5.460E-03   3.424E-03
 1303  2545.000  271.370   1.001E-02   7.721E-03
 1304  2547.500  271.062   7.756E-03   5.242E-03
 1305  2550.000  271.031   1.004E-02   8.085E-03
